"id","0","11","13","14","5","2","3"
"Home_Update","Update","更新","更新","更新","Обновить","Atualizar","Atualizar"
"Home_Detail","Details","詳細","详情","詳情","Подробнее","Detalhes","Detalhes"
"Home_ReleaseEmpty","No mods registered. Please install a mod first.","Modが登録されていません。まずModをインストールしてください。","没有注册的 Mod，请先安装。","沒有已登錄的 Mod，請先安裝。","Моды не зарегистрированы. Установите мод.","Nenhum mod registrado. Instale um mod primeiro.","Nenhum mod registrado."
"Home_FilterByMod","Filter by mod","Modで絞り込み","按 Mod 筛选","依 Mod 篩選","Фильтр по моду","Filtrar por mod","Filtrar por mod"
"Home_SortNewest","Newest first","新しい順","最新优先","最新優先","Сначала новые","Mais recentes","Mais recentes"
"Home_SortOldest","Oldest first","古い順","最旧优先","最舊優先","Сначала старые","Mais antigos","Mais antigos"
"Home_SortByName","By mod name","Mod名順","按 Mod 名","依 Mod 名","По имени мода","Por nome","Por nome"
"Home_LatestOnly","Latest only","最新のみ","仅最新","僅最新","Только последние","Somente recentes","Somente recentes"
"Home_FilterByPeriod","Filter by period","期間で絞り込み","按时间段筛选","依時段篩選","Фильтр по периоду","Filtrar por período","Filtrar por período"
"Home_PeriodAll","All","すべて","全部","全部","Все","Todos","Todos"
"Home_PeriodToday","Today","今日","今天","今天","Сегодня","Hoje","Hoje"
"Home_PeriodWeek","Past 7 days","今週（7日以内）","近7天","近7天","За 7 дней","Últimos 7 dias","Últimos 7 dias"
"Home_PeriodMonth","Past 30 days","今月（30日以内）","近30天","近30天","За 30 дней","Últimos 30 dias","Últimos 30 dias"
"Home_Period3Months","Past 3 months","3ヶ月以内","近3个月","近3個月","За 3 месяца","Últimos 3 meses","Últimos 3 meses"
"Home_Period6Months","Past 6 months","半年以内","近6个月","近6個月","За 6 месяцев","Últimos 6 meses","Últimos 6 meses"
"Home_Period1Year","Past 1 year","1年以内","近1年","近1年","За год","Último ano","Último ano"
"Home_PageSizeLabel","Show:","表示件数:","显示:","顯示:","Показывать:","Mostrar:","Mostrar:"
"Home_ItemCount","{0} items","{0}件","{0}件","{0}件","{0} эл.","Mostrar {0}","Mostrar {0}"
"Home_AllReleaseLoading","Loading...","読み込み中...","加载中...","載入中...","Загрузка...","Carregando...","Carregando..."
"Home_TotalCount","Total: {0}","全{0}件","全部：{0}","全部：{0}","Всего: {0}","Total: {0}","Total: {0}"
"Home_TotalCountFiltered","Showing {0} / Total {1}","{1}件中{0}件表示","{1}中显示{0}","顯示{0}/{1}","Показано {0} из {1}","Mostrando {0} de {1}","Mostrando {0} de {1}"
"Home_LastChecked","Last checked: --","最終確認: --","最后检查: --","最後檢查: --","Последняя проверка: --","Última verificação: --","Última verificação: --"
"Home_LastCheckedAt","Last checked: {0}","最終確認: {0}","最后检查: {0}","最後檢查: {0}","Последняя проверка: {0}","Última verificação: {0}","Última verificação: {0}"
"Home_NewsSectionTitle","Announcements","お知らせ","公告","公告","Объявления","Avisos","Avisos"
"Home_NewsSubtitle","App announcements","アプリからのお知らせ","来自应用的公告","來自應用程式的公告","Объявления приложения","Avisos do aplicativo","Avisos do aplicativo"
"Home_MarkAllRead","Mark all as read","すべて既読","全部标为已读","全部標為已讀","Отметить все прочитанными","Marcar tudo como lido","Marcar tudo como lido"
"Home_MarkRead","Mark as read","既読","标为已读","標為已讀","Прочитано","Lido","Lido"
"Home_NewsEmpty","No announcements","お知らせはありません","暂无公告","暫無公告","Нет объявлений","Sem avisos","Sem avisos"
"Home_QuickInstallTitle","Quick Install","クイックインストール","快速安装","快速安裝","Быстрая установка","Instalação rápida","Instalação rápida"
"Home_QuickInstallSubtitle","Quickly install from file, share code, or previous method","ファイル・共有コード・前回の方法から素早くインストール","从文件、共享代码或上次方式快速安装","從檔案、分享代碼或上次方式快速安裝","Быстрая установка из файла, кода или предыдущего способа","Instale rapidamente por arquivo, código ou método anterior","Instalar rapidamente"
"Home_FromFile","From file","ファイルから","从文件","從檔案","Из файла","De arquivo","De arquivo"
"Home_FromCode","From share code","共有コードから","从共享代码","從分享代碼","По коду","Por código","Por código"
"Home_LastMethod","Apply last method","前回の方法を適用","使用上次方法","使用上次方式","Применить прошлый способ","Usar método anterior","Usar método anterior"
"Home_UpdateDialogTitle","Updating","アップデート中","更新中","更新中","Обновление","Atualizando","Atualizando"
"Home_UpdatingMod","Updating {0}...","「{0}」をアップデート中","正在更新 {0}","正在更新 {0}","Обновление {0}...","Atualizando {0}...","Atualizando {0}..."
"Home_UpdateReady","Preparing...","準備中...","准备中...","準備中...","Подготовка...","Preparando...","Preparando..."
"Home_UpdateDone","Done!","完了しました！","完成！","完成！","Готово!","Concluído!","Concluído!"
"Home_ShareCodeDialogTitle","Install from Share Code","共有コードからインストール","从共享代码安装","從分享代碼安裝","Установка по коду","Instalar por código","Instalar por código"
"Home_ShareCodeDesc","Enter the share code.","共有コードを入力してください。","请输入共享代码。","請輸入分享代碼。","Введите код.","Digite o código.","Digite o código."
"Home_ShareCodeHeader","Share code","共有コード","共享代码","分享代碼","Код","Código","Código"
"Home_ShareCodePlaceholder","e.g. AUMM-XXXXXXXX","例: AUMM-XXXXXXXX","例如: AUMM-XXXXXXXX","例如: AUMM-XXXXXXXX","Пример: AUMM-XXXXXXXX","Ex: AUMM-XXXXXXXX","Ex: AUMM-XXXXXXXX"
"Home_AppUpdateTitle","Update available 🎉","アップデートがあります 🎉","有可用更新 🎉","有可用更新 🎉","Доступно обновление 🎉","Atualização disponível 🎉","Atualização disponível 🎉"
"Home_AppUpdateDownload","Download now","今すぐダウンロード","立即下载","立即下載","Скачать сейчас","Baixar agora","Baixar agora"
"Home_AppUpdateSkip","Don't show again","今後表示しない","不再显示","不再顯示","Больше не показывать","Não mostrar novamente","Não mostrar"
"Home_AppUpdateLater","Later","後で","稍后","稍後","Позже","Depois","Depois"
"Home_AppUpdateChangelog","Changelog","変更点","更新内容","更新內容","Список изменений","Changelog","Changelog"
"Home_AppUpdateChangelogMsg","Please check the GitHub release notes.","GitHubのリリースノートをご確認ください。","请查阅 GitHub 发布说明。","請查閱 GitHub 發布說明。","Смотрите заметки о релизе на GitHub.","Veja as notas de lançamento no GitHub.","Veja as notas no GitHub."
"Home_DetailUpdate","Update","更新する","更新","更新","Обновить","Atualizar","Atualizar"
"Home_DetailFileDL","Download file","ファイルをDL","下载文件","下載檔案","Скачать файл","Baixar arquivo","Baixar arquivo"
"Home_DetailInstall","Install","インストール","安装","安裝","Установить","Instalar","Instalar"
"Home_LaunchUpdateTitle","Update available","更新が利用可能です","有可用更新","有可用更新","Доступно обновление","Atualização disponível","Atualização disponível"
"Home_LaunchUpdateContent","A new version ({1}) of {0} is available. The mod may not work correctly. Update before launching?","{0} の新しいバージョン ({1}) が利用可能です。現在のバージョンでは Mod が正常に動作しない可能性があります。起動前に更新しますか？","新版本 ({1}) 可用于 {0}。当前版本 Mod 可能无法正常运行。是否先更新？","新版本 ({1}) 適用於 {0}。目前版本 Mod 可能無法正常執行。啟動前更新？","Версия {1} для {0}. Мод может не работать. Обновить перед запуском?","Versão {1} de {0} disponível. Mod pode não funcionar. Atualizar antes?","Versão {1} de {0}. Atualizar antes?"
"Home_LaunchAnyway","Launch anyway","このまま起動","直接启动","直接啟動","Запустить всё равно","Iniciar mesmo assim","Iniciar mesmo assim"

"# ライブラリページ"
"Library_Title","Library","ライブラリ","库","庫","Библиотека","Biblioteca","Biblioteca"
"Library_Install","Install","インストール","安装","安裝","Установить","Instalar","Instalar"
"Library_Uninstall","Uninstall","アンインストール","卸载","解除安裝","Удалить","Desinstalar","Desinstalar"
"Library_Update","Update","アップデート","更新","更新","Обновить","Atualizar","Atualizar"
"Library_Installed","Installed","インストール済み","已安装","已安裝","Установлено","Instalado","Instalado"
"Library_NotInstalled","Not installed","未インストール","未安装","未安裝","Не установлено","Não instalado","Não instalado"
"Library_Search","Search mods...","Modを検索...","搜索Mod...","搜尋 Mod...","Поиск модов...","Pesquisar mods...","Pesquisar mods..."
"Library_NoResults","No mods found","Modが見つかりません","未找到Mod","找不到 Mod","Моды не найдены","Nenhum mod encontrado","Nenhum mod encontrado"
"Library_LatestVersion","Latest version","最新バージョン","最新版本","最新版本","Последняя версия","Versão mais recente","Versão mais recente"
"Library_CurrentVersion","Current version","現在のバージョン","当前版本","目前版本","Текущая версия","Versão atual","Versão atual"
"Library_VersionIssueTitle","Version mismatch detected","バージョン不一致のModがあります","检测到版本不匹配","偵測到版本不符","Обнаружено несоответствие версий","Incompatibilidade de versão detectada","Incompatibilidade detectada"
"Library_VersionIssueMsg","Some mods have a different version than the latest GitHub release.","GitHubの最新タグとインストール済みバージョンが異なるModがあります。","部分Mod版本与GitHub最新版本不同。","部分Mod版本與GitHub最新版本不符。","У некоторых модов версия отличается от последнего релиза.","Alguns mods têm versão diferente do último release.","Alguns mods têm versão diferente."
"Library_VersionIssueBtn","Review and resolve","確認して解決する","查看并解决","查看並解決","Просмотреть и устранить","Revisar e resolver","Revisar e resolver"
"Library_Subtitle","Drag to reorder","ドラッグで並び替えが可能です","拖动可重新排序","拖動可重新排序","Перетащите для изменения порядка","Arraste para reordenar","Arraste para reordenar"
"Library_GridViewTooltip","Grid view","グリッド表示","网格视图","格狀檢視","Сеточный вид","Visualização em grade","Visualização em grade"
"Library_ListViewTooltip","List view","リスト表示","列表视图","清單檢視","Список","Visualização em lista","Visualização em lista"
"Library_GitHubBadge","GitHub","GitHub連携","GitHub连接","GitHub連結","GitHub","GitHub","GitHub"
"Library_AutoUpdateBadge","Auto-update ON","自動更新ON","自动更新ON","自動更新ON","Авто-обновление","Atualização auto","Atualização auto"
"Library_OpenFolderBtn","Folder","フォルダ","文件夹","資料夾","Папка","Pasta","Pasta"
"Library_LaunchBtn","▶ Launch","▶ 起動","▶ 启动","▶ 啟動","▶ Запуск","▶ Jogar","▶ Jogar"
"Library_Rename","Rename","名前変更","重命名","重新命名","Переименовать","Renomear","Renomear"
"Library_GitHubLink","Link to GitHub","GitHub連携","链接到GitHub","連結到GitHub","Привязать GitHub","Vincular ao GitHub","Vincular ao GitHub"
"Library_GitHubUnlink","Unlink GitHub","GitHub連携を解除","解除GitHub链接","解除GitHub連結","Отвязать GitHub","Desvincular GitHub","Desvincular GitHub"
"Library_UpdateNow","Update now","今すぐアップデート","立即更新","立即更新","Обновить сейчас","Atualizar agora","Atualizar agora"
"Library_AutoUpdateToggle","Auto-update","自動アップデート","自动更新","自動更新","Автообновление","Atualização automática","Atualização automática"
"Library_VersionChange","Change version setting","バージョン設定を変更","更改版本设置","更改版本設定","Изменить версию","Alterar configuração de versão","Alterar versão"
"Library_GenerateShareCode","Generate share code","共有コードを生成","生成共享代码","產生分享代碼","Создать код обмена","Gerar código de compartilhamento","Gerar código"
"Library_DeleteMod","Delete","削除","删除","刪除","Удалить","Excluir","Excluir"
"Library_UpdateDialogTitle","Updating","アップデート中","更新中","更新中","Обновление","Atualizando","Atualizando"

"# バージョンページ"
"Version_Title","Version Management","バージョン管理","版本管理","版本管理","Управление версиями","Gerenciamento de versões","Gerenciamento de versões"
"Version_Subtitle","Switch the app to a previous version.","過去のバージョンに切り替えることができます。","可以切换到旧版本。","可以切換至舊版本。","Переключитесь на предыдущую версию.","Alterne para uma versão anterior.","Alterne para versão anterior."
"Version_ReleaseNotesBtn","Release Notes","リリースノート","发行说明","發行說明","Заметки о выпуске","Notas de versão","Notas de versão"
"Version_ApplyBtn","Apply this version","このバージョンを適用","应用此版本","套用此版本","Применить эту версию","Aplicar esta versão","Aplicar esta versão"
"Version_NoNotes","No release notes available.","リリースノートはありません。","暂无发行说明。","暫無發行說明。","Заметки о выпуске отсутствуют.","Nenhuma nota de versão disponível.","Sem notas de versão."
"Version_ReleaseNotesTitle","{0} Release Notes","{0} リリースノート","{0} 发行说明","{0} 發行說明","{0} — Заметки о выпуске","{0} Notas de versão","{0} Notas de versão"
"Version_OpenGitHub","Open on GitHub","GitHubで開く","在GitHub上打开","在 GitHub 上開啟","Открыть на GitHub","Abrir no GitHub","Abrir no GitHub"
"Version_ApplyTitle","Apply version","バージョンの適用","应用版本","套用版本","Применить версию","Aplicar versão","Aplicar versão"
"Version_ApplyContent","Download and apply {0}. The app will restart after completion. Proceed?","{0} をダウンロードして適用します。完了後にアプリは再起動します。よろしいですか？","下载并应用 {0}。完成后应用程序将重新启动。是否继续？","下載並套用 {0}。完成後應用程式將重新啟動。確定繼續？","Скачать и применить {0}. После завершения приложение перезапустится. Продолжить?","Baixar e aplicar {0}. O aplicativo será reiniciado após a conclusão. Continuar?","Baixar e aplicar {0}. Reiniciará após concluir."

"# 統計ページ"
"Stats_Title","Stats","成績","统计","統計","Статистика","Estatísticas","Estatísticas"
"Stats_TotalGames","Total games","総ゲーム数","总游戏数","總遊戲場次","Всего игр","Total de partidas","Total de partidas"
"Stats_WinRate","Win rate","勝率","胜率","勝率","Процент побед","Taxa de vitórias","Taxa de vitórias"
"Stats_NoData","No data yet","データなし","暂无数据","尚無資料","Данных пока нет","Sem dados ainda","Sem dados ainda"
"Stats_Subtitle","Launch history · Play stats · Achievements","起動履歴・プレイ統計・アプリ実績","启动历史 · 游戏统计 · 成就","啟動記錄 · 遊玩統計 · 成就","История запуска · Статистика · Достижения","Histórico · Estatísticas · Conquistas","Histórico · Estatísticas · Conquistas"
"Stats_LaunchSection","Launch Statistics","起動統計","启动统计","啟動統計","Статистика запуска","Estatísticas de inicialização","Estatísticas de inicialização"
"Stats_TotalLaunch","Total launches","総起動回数","总启动次数","總啟動次數","Всего запусков","Total de inicializações","Total de inicializações"
"Stats_MonthlyLaunch","This month","今月の起動","本月启动","本月啟動","В этом месяце","Este mês","Este mês"
"Stats_RegisteredMods","Registered mods","登録Mod数","注册Mod数","已登錄 Mod 數","Зарегистрировано модов","Mods registrados","Mods registrados"
"Stats_LastLaunch","Last launched","最終起動","最后启动","最後啟動","Последний запуск","Último lançamento","Último lançamento"
"Stats_HistorySection","Launch History","起動履歴","启动历史","啟動記錄","История запуска","Histórico de inicialização","Histórico de inicialização"
"Stats_HistoryDesc","Recent launch log","最近の起動ログ","最近的启动日志","最近的啟動記錄","Недавние запуски","Log de inicialização recente","Log de inicialização recente"
"Stats_ClearHistory","Clear history","履歴をクリア","清除历史","清除記錄","Очистить историю","Limpar histórico","Limpar histórico"
"Stats_HistoryEmpty","No launch history","起動履歴がありません","无启动历史","無啟動記錄","История запуска пуста","Sem histórico de inicialização","Sem histórico"
"Stats_AchievementsSection","Achievements","実績","成就","成就","Достижения","Conquistas","Conquistas"
"Stats_AchievementsPending","Achievements are currently under development.\nWill be added in a future update.","実績機能は現在開発中です。\n今後のアップデートで追加予定です。","成就功能正在开发中。\n将在后续更新中添加。","成就功能正在開發中。\n將於後續更新中新增。","Система достижений в разработке.\nПоявится в будущих обновлениях.","Conquistas em desenvolvimento.\nSerão adicionadas em atualização futura.","Conquistas em desenvolvimento."
"Stats_ClearConfirmTitle","Clear history","履歴のクリア","清除历史","清除記錄","Очистить историю","Limpar histórico","Limpar histórico"
"Stats_ClearConfirmContent","Delete all launch history?","起動履歴をすべて削除しますか？","删除所有启动历史？","刪除所有啟動記錄？","Удалить всю историю запуска?","Excluir todo o histórico de inicialização?","Excluir todo o histórico?"

"# フレンドページ"
"Friend_Title","Friends","フレンド","好友","朋友","Друзья","Amigos","Amigos"
"Friend_AddFriend","Add friend","フレンドを追加","添加好友","新增朋友","Добавить друга","Adicionar amigo","Adicionar amigo"
"Friend_Name","Name","名前","名称","名稱","Имя","Nome","Nome"
"Friend_Code","Friend code","フレンドコード","好友代码","朋友代碼","Код друга","Código de amigo","Código de amigo"
"Friend_Memo","Memo","メモ","备注","備注","Заметка","Nota","Nota"

"# スクリーンショットページ"
"Screenshot_Title","Screenshots","スクリーンショット","截图","截圖","Скриншоты","Capturas de tela","Capturas de tela"
"Screenshot_SaveFolder","Save folder","保存フォルダ","保存文件夹","儲存資料夾","Папка сохранения","Pasta de salvamento","Pasta de salvamento"
"Screenshot_OpenFolder","Open folder","フォルダを開く","打开文件夹","開啟資料夾","Открыть папку","Abrir pasta","Abrir pasta"

"# ログページ"
"Log_Title","Log","ログ","日志","日誌","Журнал","Log","Log"
"Log_Viewer","Log Viewer","ログビューア","日志查看器","日誌檢視器","Просмотр журнала","Visualizador de log","Visualizador de log"
"Log_Clear","Clear","クリア","清除","清除","Очистить","Limpar","Limpar"
"Log_Copy","Copy all","すべてコピー","复制全部","複製全部","Копировать всё","Copiar tudo","Copiar tudo"

"# お知らせページ"
"Information_Title","Information","お知らせ","信息","資訊","Информация","Informações","Informações"
"Information_NoItems","No announcements","お知らせはありません","暂无信息","目前無資訊","Объявлений нет","Sem informações","Sem informações"

"# 通知ページ"
"Notification_Title","Notifications","通知","通知","通知","Уведомления","Notificações","Notificações"
"Notification_MarkAllRead","Mark all as read","すべて既読","全部标为已读","全部標為已讀","Отметить все как прочитанные","Marcar todos como lidos","Marcar todos como lidos"
"Notification_NoItems","No notifications","通知はありません","暂无通知","目前無通知","Уведомлений нет","Sem notificações","Sem notificações"
"Notification_NewsTab","📢 App Announcements","📢 アプリからのお知らせ","📢 来自应用的公告","📢 來自應用程式的公告","📢 Объявления приложения","📢 Avisos do aplicativo","📢 Avisos do aplicativo"
"Notification_AppNotifTab","🔔 In-app Notifications","🔔 アプリ内通知","🔔 应用内通知","🔔 應用程式內通知","🔔 Уведомления в приложении","🔔 Notificações no aplicativo","🔔 Notificações no app"
"Notification_HasImages","📷 Has images","📷 画像あり","📷 含图片","📷 含圖片","📷 Есть изображения","📷 Com imagens","📷 Com imagens"
"Notification_ViewDetail","View details","詳細を見る","查看详情","查看詳情","Подробнее","Ver detalhes","Ver detalhes"
"Notification_MarkRead","Mark as read","既読にする","标为已读","標為已讀","Отметить как прочитанное","Marcar como lido","Marcar como lido"
"Notification_NoNews","No announcements","お知らせはありません","暂无公告","暫無公告","Объявлений нет","Sem avisos","Sem avisos"
"Notification_NoAppNotif","No in-app notifications","アプリ内通知はありません","暂无应用内通知","暫無應用程式內通知","Уведомлений нет","Sem notificações no app","Sem notificações no app"
"Notification_UrgentSection","Important announcements","重要なお知らせ","重要公告","重要公告","Важные объявления","Avisos importantes","Avisos importantes"
"Home_UrgentNewsTitle","Important announcement","重要なお知らせがあります","有重要公告","有重要公告","Важное объявление","Aviso importante","Aviso importante"
"Home_NewsUnreadTitle","{0} unread announcement(s)","未読のお知らせが{0}件あります","{0}条未读公告","{0}則未讀公告","{0} непрочит. объявл.","Há {0} aviso(s) não lido(s)","Há {0} aviso(s) não lido(s)"
"Home_NewsUnreadMessage","Click to view","クリックして確認","点击查看","點擊查看","Нажмите для просмотра","Clique para ver","Clique para ver"
"Home_NewsUnreadBtn","View","お知らせを見る","查看","查看","Посмотреть","Ver","Ver"
"Notification_LoadFailed","Failed to load announcements","お知らせの取得に失敗しました","加载公告失败","載入公告失敗","Не удалось загрузить объявления","Falha ao carregar avisos","Falha ao carregar avisos"
"Notification_SubtitleUnread","{0} announcement(s) · {1} unread","{0} 件のお知らせ・未読 {1} 件","{0} 条公告・未读 {1} 条","{0} 則公告・未讀 {1} 則","{0} объявл., {1} непрочитанных","{0} aviso(s) · {1} não lido(s)","{0} aviso(s) · {1} não lido(s)"
"Notification_SubtitleAllRead","{0} announcement(s) (all read)","{0} 件のお知らせ（すべて既読）","{0} 条公告（全部已读）","{0} 則公告（全部已讀）","{0} объявл. (все прочитаны)","{0} aviso(s) (todos lidos)","{0} aviso(s) (todos lidos)"
"Notification_JustNow","just now","たった今","刚才","剛才","только что","agora","agora"
"Notification_MinutesAgo","{0} min ago","{0} 分前","{0} 分钟前","{0} 分鐘前","{0} мин назад","{0} min atrás","{0} min atrás"
"Notification_HoursAgo","{0} hr ago","{0} 時間前","{0} 小时前","{0} 小時前","{0} ч назад","{0} h atrás","{0} h atrás"
"Notification_DaysAgo","{0} day(s) ago","{0} 日前","{0} 天前","{0} 天前","{0} дн назад","{0} dia(s) atrás","{0} dia(s) atrás"
"Notification_DateFormat","yyyy/MM/dd","yyyy年M月d日","yyyy/MM/dd","yyyy/MM/dd","dd.MM.yyyy","dd/MM/yyyy","dd/MM/yyyy"

"# データ管理"
"DataManagement_Title","Data Management","データ管理","数据管理","資料管理","Управление данными","Gerenciamento de dados","Gerenciamento de dados"

"# アカウントページ"
"Account_Title","Account","アカウント","账户","帳戶","Аккаунт","Conta","Conta"
"Account_Subtitle","Connect your accounts to use GitHub API, Steam, and Epic features.","アカウントを連携して GitHub API・Steam・Epic の機能を使用できます。","连接账户以使用 GitHub API、Steam 和 Epic 功能。","連接帳戶以使用 GitHub API、Steam 和 Epic 功能。","Подключите аккаунты для GitHub API, Steam и Epic.","Conecte contas para usar GitHub API, Steam e Epic.","Conecte contas."
"Account_GitHub","GitHub Account","GitHubアカウント","GitHub账户","GitHub 帳戶","Аккаунт GitHub","Conta GitHub","Conta GitHub"
"Account_GitHubDesc","Used for mod update checks. Connecting increases the rate limit from 60 to 5,000 requests/hour.","Modのアップデート確認に使用。接続するとAPI制限が 60回 → 5,000回/時間 に緩和されます。","用于检查Mod更新。连接后API限制从60次提升至5000次/小时。","用於檢查 Mod 更新。連接後 API 限制從 60 次提升至 5,000 次/小時。","Для проверки обновлений. Лимит 60 → 5000/ч.","Para verificar atualizações. Limite 60 → 5.000/hora.","Para verificar atualizações."
"Account_NotConnectedGH","Not connected (rate limit: 60/hour)","未接続（レートリミット：60回/時間）","未连接（速率限制：60次/小时）","未連接（速率限制：60 次/小時）","Не подключено (лимит: 60/ч)","Não conectado (limite: 60/hora)","Não conectado (60/hora)"
"Account_ConnectedGH","Connected: {0} (5,000/hour)","接続済み: {0}（5,000回/時間）","已连接：{0}（5000次/小时）","已連接：{0}（5,000 次/小時）","Подключено: {0} (5000/ч)","Conectado: {0} (5.000/hora)","Conectado: {0} (5.000/hora)"
"Account_StartDeviceFlow","🔑 Login with GitHub","🔑 GitHubでログイン","🔑 使用GitHub登录","🔑 使用 GitHub 登入","🔑 Войти через GitHub","🔑 Login com GitHub","🔑 Login com GitHub"
"Account_CancelFlow","Cancel","キャンセル","取消","取消","Отмена","Cancelar","Cancelar"
"Account_GitHubConnect","Connect","接続","连接","連接","Подключить","Conectar","Conectar"
"Account_GitHubDisconnectBtn","Disconnect","接続を解除","断开连接","解除連接","Отключить","Desconectar","Desconectar"
"Account_GitHubDisconnectMainBtn","Disconnect GitHub","GitHubの接続を解除","断开GitHub","解除 GitHub 連接","Отключить GitHub","Desconectar GitHub","Desconectar GitHub"
"Account_GitHubDisconnectTitle","Disconnect from GitHub","GitHub との接続を切断","断开与GitHub的连接","中斷與 GitHub 的連接","Отключиться от GitHub","Desconectar do GitHub","Desconectar do GitHub"
"Account_GitHubDisconnectContent","Disconnect? The API limit will return to 60/hour.","接続を解除してもよいですか？\nAPI 制限が 60回/時間 に戻ります。","确定断开连接？API限制将恢复为60次/小时。","確定解除連接？API 限制將恢復為 60 次/小時。","Отключиться? Лимит вернётся к 60/ч.","Desconectar? Limite voltará para 60/hora.","Desconectar?"
"Account_GitHubDisconnectPrimary","Disconnect","切断する","断开","中斷","Отключить","Desconectar","Desconectar"
"Account_WaitingAuth","Waiting for authentication...","認証を待っています...","等待身份验证...","等待身份驗證...","Ожидание аутентификации...","Aguardando autenticação...","Aguardando autenticação..."
"Account_Fetching","Fetching...","取得中...","获取中...","取得中...","Получение...","Buscando...","Buscando..."
"Account_Verifying","Verifying...","確認中...","验证中...","驗證中...","Проверка...","Verificando...","Verificando..."
"Account_CopyCode","📋 Copy","📋 コピー","📋 复制","📋 複製","📋 Копировать","📋 Copiar","📋 Copiar"
"Account_CopiedCode","✅ Copied","✅ コピー済み","✅ 已复制","✅ 已複製","✅ Скопировано","✅ Copiado","✅ Copiado"
"Account_Steam","Steam Account","Steamアカウント","Steam账户","Steam 帳戶","Аккаунт Steam","Conta Steam","Conta Steam"
"Account_SteamDesc","Link your Steam account. No API key required — log in via browser.","Steamアカウントと連携します。APIキー不要でブラウザからログインできます。","连接Steam账户。无需API密钥，通过浏览器登录。","連接 Steam 帳戶。無需 API 金鑰，透過瀏覽器登入。","Подключите Steam. Без API-ключа, через браузер.","Vincule Steam. Login via navegador.","Vincule Steam."
"Account_NotConnectedSteam","Not connected","未接続","未连接","未連接","Не подключено","Não conectado","Não conectado"
"Account_ConnectedSteam","Connected: {0}","接続済み: {0}","已连接：{0}","已連接：{0}","Подключено: {0}","Conectado: {0}","Conectado: {0}"
"Account_SteamLoginBtn","🎮 Login with Steam","🎮 Steamでログイン","🎮 使用Steam登录","🎮 使用 Steam 登入","🎮 Войти через Steam","🎮 Login com Steam","🎮 Login com Steam"
"Account_SteamOpeningBrowser","Opening browser...","ブラウザを開いています...","正在打开浏览器...","正在開啟瀏覽器...","Открытие браузера...","Abrindo navegador...","Abrindo navegador..."
"Account_SteamFetchingName","Fetching username...","ユーザー名を取得しています...","正在获取用户名...","正在取得使用者名稱...","Получение имени...","Buscando nome...","Buscando nome..."
"Account_SteamDisconnectBtn","Disconnect","接続を解除する","断开连接","解除連接","Отключить","Desconectar","Desconectar"
"Account_SteamDisconnectTitle","Disconnect from Steam","Steam との接続を解除","断开与Steam的连接","中斷與 Steam 的連接","Отключиться от Steam","Desconectar do Steam","Desconectar do Steam"
"Account_SteamDisconnectContent","Disconnect the Steam account link?","Steam アカウントの連携を解除してもよいですか？","确定解除与Steam账户的连接？","確定解除與 Steam 帳戶的連接？","Отвязать аккаунт Steam?","Desvincular conta Steam?","Desvincular Steam?"
"Account_SteamDisconnectPrimary","Disconnect","解除する","解除","解除","Отвязать","Desvincular","Desvincular"
"Account_EpicDesc","For Epic Games players. Log in to use online features without the launcher.","Epic版プレイヤー向け。ランチャーにログインすると、Epic Games Launcher なしでもオンライン機能が使えます。","Epic版玩家专用。登录后无需Epic启动器即可使用在线功能。","Epic 版玩家專用。登入後無需 Epic 啟動器即可使用線上功能。","Для Epic. Вход без лаунчера для онлайн-функций.","Para jogadores Epic. Login sem o launcher.","Para jogadores Epic."
"Account_EpicNotApplicableTitle","Not available for non-Epic players","Epic版以外では利用できません","非Epic版用户不可用","非 Epic 版玩家無法使用","Недоступно для не-Epic","Indisponível para não-Epic","Indisponível."
"Account_EpicNotApplicableMsg","Switch the main platform to Epic Games to use this feature.","メインプラットフォームを Epic Games に変更するとこの機能が使用できます。","将主平台切换为Epic Games以使用此功能。","將主要平台切換為 Epic Games 以使用此功能。","Переключите платформу на Epic.","Mude a plataforma para Epic Games.","Mude para Epic Games."
"Account_EpicNotLoggedIn","Not logged in","未ログイン","未登录","未登入","Не вошли","Não conectado","Não conectado"
"Account_EpicLoggedIn","Logged in — {0}","ログイン済み — {0}","已登录 — {0}","已登入 — {0}","Вошли — {0}","Conectado — {0}","Conectado — {0}"
"Account_EpicLoginBtn","🎮 Login with Epic","🎮 Epic でログイン","🎮 使用Epic登录","🎮 使用 Epic 登入","🎮 Войти через Epic","🎮 Login com Epic","🎮 Login com Epic"
"Account_EpicLogoutBtn","Logout","ログアウト","退出登录","登出","Выйти","Sair","Sair"
"Account_EpicLogoutTitle","Logout from Epic Games","Epic Games ログアウト","退出Epic Games","登出 Epic Games","Выйти из Epic Games","Sair do Epic Games","Sair do Epic Games"
"Account_EpicLogoutContent","You will need to log in again at next launch.","ログアウトすると、次回起動時に再度ログインが必要になります。","退出后，下次启动时需要重新登录。","登出後，下次啟動時需要重新登入。","После выхода нужно войти снова.","Após sair, precisará logar novamente.","Após sair, precisará logar."
"Account_EpicLogoutPrimary","Logout","ログアウト","退出","登出","Выйти","Sair","Sair"
